customer_id,recency,age,monetary,kmeans_cluster,hierarchical_cluster
C157055,140,33,1200.32,4,
C157064,680,49,293.25,0,
C157067,289,53,7502.0,5,0.0
C157068,791,60,5401.53,5,1.0
C157069,147,45,130.75,2,
C157070,521,59,35.84,0,
C157072,511,56,15.15,0,
C157073,763,49,2700.7200000000003,0,1.0
C157076,676,65,5.23,0,
C157078,697,22,896.0,1,
C157079,743,64,7502.0,5,
C157080,530,61,35.84,0,
C157083,607,40,1200.32,1,
C157086,229,58,365.94,2,
C157087,115,19,7502.0,6,
C157091,518,45,7502.0,5,
C157093,193,44,7502.0,6,
C157094,742,39,896.0,1,
C157102,586,18,7502.0,1,
C157108,213,59,293.25,2,
C157109,308,38,242.4,4,
C157110,452,62,187.68,0,
C157114,410,28,4801.28,6,
C157117,317,24,322.56,4,
C157121,465,55,47.07,0,
C157124,480,50,11.73,0,
C157128,663,37,162.64,1,
C157129,251,69,650.56,2,0.0
C157130,265,26,15004.25,3,
C157132,91,45,83.68,2,
C157134,612,51,4801.28,5,1.0
C157135,33,22,573.44,4,0.0
C157138,483,27,600.17,1,
C157141,73,43,60.6,4,
C157144,177,23,40.66,4,
C157151,745,63,130.75,0,
C157154,458,20,130.75,1,
C157155,792,51,143.36,0,
C157157,222,41,60.6,4,
C157165,210,25,1016.5,4,
C157167,284,46,322.56,2,
C157168,710,48,35.84,0,
C157174,769,43,300.08,1,1.0
C157179,153,31,83.68,4,
C157180,91,65,47.07,2,
C157181,623,57,4801.28,5,1.0
C157187,197,46,162.64,2,0.0
C157189,241,67,322.56,2,
C157193,725,22,2700.7200000000003,1,
C157195,143,19,300.08,4,0.0
C157197,447,36,896.0,1,
C157201,745,65,300.08,0,1.0
C157204,171,46,7502.0,6,
C157207,398,36,7502.0,6,
C157215,684,61,365.94,0,
C157216,637,65,130.75,0,
C157217,488,52,2700.7200000000003,0,
C157218,735,56,26250.0,3,
C157219,421,34,300.08,1,0.0
C157221,604,47,4801.28,5,
C157225,338,56,365.94,2,0.0
C157226,163,65,136.35000000000002,2,
C157227,494,47,322.56,0,
C157230,21,46,7502.0,6,
C157231,4,64,650.56,2,
C157233,677,23,5.23,1,1.0
C157235,353,38,1200.32,4,
C157237,16,32,46.92,4,0.0
C157238,631,32,365.94,1,
C157241,437,24,2700.7200000000003,1,
C157245,743,46,40.66,0,
C157249,493,60,7502.0,5,
C157252,638,46,1200.32,0,
C157261,452,58,242.4,0,1.0
C157264,498,67,130.75,0,
C157270,695,29,7502.0,1,
C157276,147,69,1200.32,2,
C157284,617,65,9450.0,5,
C157291,749,60,1016.5,0,
C157294,18,60,47.07,2,
C157295,408,61,130.75,0,
C157300,537,62,60.6,0,1.0
C157302,737,42,162.64,1,
C157303,686,23,4801.28,1,
C157304,78,34,2700.7200000000003,4,
C157306,286,40,378.75,4,
C157311,297,48,2700.7200000000003,2,
C157315,709,21,40.66,1,1.0
C157317,650,64,15.15,0,
C157319,226,25,40.66,4,
C157321,555,31,242.4,1,
C157323,146,25,4200.0,6,
C157328,609,49,4801.28,5,
C157329,166,45,83.68,2,
C157332,785,29,47.07,1,
C157339,449,59,130.75,0,
C157340,675,68,47.07,0,
C157342,349,33,40.66,4,
C157343,331,32,5401.53,6,
C157351,465,47,300.08,0,
C157352,659,57,1200.32,0,
C157355,145,63,573.44,2,0.0
C157361,639,35,130.75,1,
C157362,55,52,4801.28,2,
C157367,428,60,293.25,0,
C157373,74,47,7502.0,6,
C157375,484,63,300.08,0,
C157389,773,61,15.15,0,1.0
C157390,621,40,1200.32,1,1.0
C157391,763,61,2400.68,0,
C157392,532,69,15.15,0,
C157393,397,58,105.57,0,
C157397,539,38,162.64,1,
C157399,526,29,5.23,1,
C157400,257,59,300.08,2,
C157402,163,36,600.17,4,0.0
C157405,583,44,136.35000000000002,0,
C157406,411,53,4801.28,5,
C157411,446,43,300.08,0,
C157412,150,28,573.44,4,
C157413,507,52,7502.0,5,
C157417,194,58,46.92,2,0.0
C157419,93,46,4801.28,6,
C157422,497,49,300.08,0,0.0
C157424,34,39,573.44,4,
C157425,609,31,1200.32,1,1.0
C157428,675,51,11.73,0,1.0
C157430,228,47,4200.0,2,
C157431,532,49,5401.53,5,
C157435,244,28,20.92,4,
C157436,791,22,16800.0,3,2.0
C157443,692,66,1200.32,0,
C157449,268,50,83.68,2,
C157452,762,61,2400.68,0,
C157456,332,55,322.56,2,
C157457,227,33,35.84,4,
C157458,400,38,7502.0,6,
C157459,649,33,143.36,1,1.0
C157460,399,58,2700.7200000000003,0,
C157461,662,51,60.6,0,
C157463,87,37,105.57,4,
C157464,723,30,1016.5,1,
C157468,781,27,47.07,1,
C157473,47,19,83.68,4,
C157477,429,69,9602.72,5,
C157483,510,38,47.07,1,
C157491,89,22,300.08,4,0.0
C157494,110,20,46.92,4,
C157499,458,28,365.94,1,
C157501,788,49,1016.5,0,
C157506,587,50,11.73,0,
C157510,557,53,4200.0,5,
C157512,296,61,1200.32,2,
C157515,735,28,1050.0,1,
C157517,315,47,1200.32,2,
C157520,419,56,1200.32,0,
C157525,120,22,47.07,4,
C157531,257,35,40.66,4,
C157532,15,21,5401.53,6,
C157534,169,22,600.17,4,0.0
C157536,420,62,1016.5,0,
C157540,407,29,378.75,4,
C157542,535,48,47.07,0,
C157549,669,38,83.68,1,
C157550,176,26,365.94,4,
C157551,4,63,143.36,2,
C157552,290,24,650.56,4,0.0
C157555,662,33,4801.28,1,
C157556,565,34,20.92,1,
C157562,119,25,5.23,4,
C157567,566,38,11.73,1,
C157568,773,61,573.44,0,
C157571,577,26,83.68,1,
C157572,779,60,650.56,0,
C157574,313,26,46.92,4,
C157577,401,49,7502.0,5,
C157579,71,62,162.64,2,0.0
C157582,2,40,7502.0,6,0.0
C157583,208,41,7502.0,6,0.0
C157584,326,54,4801.28,2,0.0
C157585,721,46,1200.32,0,
C157587,371,47,4801.28,5,
C157588,411,63,650.56,0,
C157589,90,58,130.75,2,0.0
C157590,751,55,2700.7200000000003,0,
C157594,608,38,7502.0,5,1.0
C157604,403,18,143.36,1,
C157608,92,47,130.75,2,
C157613,247,31,650.56,4,
C157616,9,38,300.08,4,0.0
C157617,184,61,83.68,2,
C157618,417,52,1016.5,0,
C157623,136,40,322.56,4,
C157625,744,65,26250.0,3,
C157627,398,25,300.08,4,
C157628,564,25,9450.0,6,1.0
C157633,459,31,4801.28,1,
C157637,500,68,2400.68,0,
C157638,409,35,2700.7200000000003,1,
C157639,390,55,7502.0,5,0.0
C157640,31,57,378.75,2,
C157649,385,38,896.0,4,
C157650,663,43,322.56,0,1.0
C157654,425,37,650.56,1,
C157660,718,56,300.08,0,
C157666,592,69,896.0,0,
C157667,538,40,9602.72,5,0.0
C157673,786,34,7502.0,5,1.0
C157674,717,59,1200.32,0,
C157676,191,47,162.64,2,
C157680,643,39,2400.68,1,
C157685,383,60,1200.32,2,
C157687,304,43,300.08,4,
C157690,103,47,4801.28,2,
C157693,85,58,47.07,2,0.0
C157697,498,23,5.23,1,
C157705,222,18,5.23,4,
C157708,489,54,1200.32,0,0.0
C157713,64,24,4801.28,6,
C157714,681,40,7502.0,5,
C157716,670,52,130.75,0,
C157721,96,20,300.08,4,0.0
C157722,623,41,47.07,1,
C157724,277,36,2700.7200000000003,4,
C157725,247,67,40.66,2,
C157726,635,20,2700.7200000000003,1,
C157730,30,24,300.08,4,0.0
C157731,348,39,2700.7200000000003,4,
C157733,61,41,20.92,4,
C157746,159,64,20.92,2,
C157747,174,27,4801.28,6,
C157749,27,39,378.75,4,
C157754,50,18,9602.72,6,0.0
C157755,390,46,1200.32,0,
C157760,55,29,573.44,4,
C157763,107,26,136.35000000000002,4,
C157764,447,21,300.08,1,
C157766,163,48,322.56,2,
C157774,198,32,7502.0,6,
C157775,722,68,7502.0,5,
C157777,764,25,5401.53,1,1.0
C157780,751,67,1200.32,0,
C157782,65,60,136.35000000000002,2,
C157787,574,56,40.66,0,
C157790,342,49,7502.0,5,
C157794,122,64,1016.5,2,
C157797,723,62,300.08,0,1.0
C157805,589,39,105.57,1,0.0
C157809,172,42,143.36,4,
C157811,624,21,7502.0,1,
C157815,261,43,5.23,4,
C157818,226,25,5401.53,6,
C157825,410,26,1016.5,1,
C157832,639,44,40.66,0,
C157837,505,18,83.68,1,
C157839,119,61,20.92,2,
C157842,724,23,2700.7200000000003,1,1.0
C157844,202,29,300.08,4,
C157845,582,51,896.0,0,
C157846,453,33,4801.28,6,
C157849,10,27,35.84,4,0.0
C157851,471,33,15004.25,3,2.0
C157852,776,35,4200.0,1,
C157855,703,66,7502.0,5,
C157856,246,23,130.75,4,
C157863,23,52,573.44,2,
C157885,529,64,7502.0,5,
C157886,672,63,2700.7200000000003,0,
C157887,273,51,2700.7200000000003,2,
C157888,520,48,40.66,0,
C157894,386,26,4801.28,6,0.0
C157895,510,63,300.08,0,
C157896,197,66,1200.32,2,
C157900,390,68,650.56,2,
C157904,200,21,378.75,4,
C157905,783,20,573.44,1,
C157906,528,22,60.6,1,1.0
C157909,251,20,162.64,4,
C157910,589,44,2400.68,0,
C157915,517,49,1200.32,0,
C157922,425,38,4801.28,6,
C157924,518,26,7502.0,6,
C157925,515,67,60.6,0,
C157929,285,58,47.07,2,
C157932,44,43,60.6,4,
C157937,687,42,7502.0,5,
C157938,347,30,300.08,4,
C157941,81,51,5401.53,2,
C157943,34,27,650.56,4,
C157944,314,59,600.17,2,
C157952,425,56,2700.7200000000003,0,
C157955,538,49,7502.0,5,
C157956,320,60,300.08,2,
C157958,430,38,7502.0,6,1.0
C157959,281,22,7502.0,6,
C157963,71,45,7502.0,6,
C157964,399,64,896.0,0,0.0
C157967,550,30,600.17,1,
C157970,275,49,16800.0,3,2.0
C157975,15,41,573.44,4,0.0
C157983,611,39,5.23,1,
C157984,499,52,2700.7200000000003,0,
C157987,769,58,1200.32,0,
C157990,540,52,26250.0,3,
C157992,535,41,130.75,1,
C157994,300,19,365.94,4,
C157995,789,34,2400.68,1,
C157996,53,67,26250.0,3,
C157997,21,32,300.08,4,
C158006,144,59,20.92,2,
C158008,43,62,1200.32,2,
C158009,141,69,896.0,2,
C158011,329,38,26250.0,3,
C158012,574,35,300.08,1,
C158016,351,42,2700.7200000000003,4,
C158017,448,57,4801.28,5,
C158019,54,66,896.0,2,
C158021,43,58,242.4,2,
C158024,197,50,162.64,2,
C158025,714,49,4801.28,5,
C158038,791,51,4801.28,5,1.0
C158042,257,59,1200.32,2,
C158048,113,57,300.08,2,0.0
C158054,742,27,20.92,1,
C158060,370,67,20.92,2,
C158061,591,26,7502.0,1,
C158063,318,50,83.68,2,
C158068,460,33,300.08,1,0.0
C158072,54,34,130.75,4,
C158074,663,31,1016.5,1,
C158078,99,36,5401.53,6,0.0
C158079,351,25,15004.25,3,
C158080,93,18,293.25,4,0.0
C158081,506,55,896.0,0,
C158083,687,19,322.56,1,
C158084,113,21,1200.32,4,
C158085,789,43,4801.28,5,
C158088,247,61,4801.28,2,
C158097,57,18,300.08,4,
C158106,334,27,130.75,4,
C158111,481,41,7502.0,5,
C158114,578,43,2700.7200000000003,1,
C158123,446,38,4801.28,6,
C158124,694,68,162.64,0,1.0
C158125,89,40,83.68,4,
C158126,387,60,35.84,0,0.0
C158131,680,62,600.17,0,
C158132,489,24,1200.32,1,
C158134,495,41,600.17,1,
C158135,12,45,1200.32,2,
C158138,411,35,1016.5,1,
C158139,234,41,1200.32,4,
C158142,458,28,47.07,1,
C158148,108,30,1200.32,4,
C158151,295,32,650.56,4,0.0
C158160,383,22,5.23,4,
C158162,84,29,40.66,4,
C158173,487,19,40.66,1,
C158174,652,61,322.56,0,
C158186,169,29,300.08,4,
C158190,357,22,1200.32,4,
C158200,382,20,2400.68,4,
C158205,53,53,7502.0,6,
C158215,27,21,4801.28,6,0.0
C158217,768,67,20.92,0,
C158221,658,27,2700.7200000000003,1,
C158223,446,67,5.23,0,
C158224,497,24,20.92,1,
C158227,675,41,9450.0,5,
C158228,635,37,15.15,1,1.0
C158229,473,42,1200.32,1,
C158235,577,40,4801.28,5,
C158241,693,57,1016.5,0,1.0
C158245,683,33,1016.5,1,
C158247,753,56,300.08,0,
C158248,444,31,47.07,1,
C158255,274,55,26250.0,3,
C158257,434,30,5.23,1,
C158260,248,19,1200.32,4,
C158261,314,21,20.92,4,
C158263,215,30,365.94,4,
C158264,245,62,20.92,2,
C158266,575,60,7502.0,5,
C158270,687,52,300.08,0,
C158277,172,41,83.68,4,
C158278,582,19,9450.0,6,
C158279,768,61,15.15,0,
C158282,52,31,300.08,4,0.0
C158283,312,23,2400.68,4,
C158287,704,64,83.68,0,
C158290,639,55,4801.28,5,
C158294,75,41,300.08,4,0.0
C158295,97,41,300.08,4,
C158296,73,26,300.08,4,
C158299,767,39,322.56,1,
C158301,106,22,4801.28,6,0.0
C158303,503,29,15004.25,3,
C158309,300,27,896.0,4,
C158310,90,67,2700.7200000000003,2,
C158311,40,50,365.94,2,
C158312,393,45,322.56,0,
C158321,311,28,650.56,4,
C158322,454,60,162.64,0,1.0
C158323,282,45,83.68,2,
C158325,598,22,4801.28,1,1.0
C158326,496,39,4801.28,5,
C158331,85,25,9450.0,6,
C158333,386,67,40.66,2,
C158335,248,62,7502.0,5,
C158338,403,58,2700.7200000000003,0,
C158340,138,56,896.0,2,
C158343,468,54,650.56,0,
C158348,568,37,2700.7200000000003,1,
C158365,661,62,26250.0,3,
C158368,479,43,1200.32,0,
C158370,192,55,26250.0,3,
C158371,707,58,650.56,0,
C158377,240,21,162.64,4,
C158388,174,44,650.56,4,
C158390,544,54,83.68,0,
C158392,667,60,1050.0,0,
C158394,632,50,162.64,0,
C158397,169,44,40.66,4,
C158401,526,43,143.36,0,
C158403,389,53,322.56,0,
C158409,296,56,5.23,2,0.0
C158413,539,48,5.23,0,
C158415,574,31,20.92,1,
C158418,777,65,2700.7200000000003,0,
C158419,206,49,46.92,2,0.0
C158422,453,27,1200.32,1,
C158429,382,66,46.92,2,
C158436,413,45,1050.0,0,
C158437,420,43,7502.0,5,
C158438,518,69,7502.0,5,
C158440,215,18,573.44,4,
C158443,670,41,83.68,1,
C158458,718,31,4801.28,1,
C158462,454,58,2700.7200000000003,0,
C158463,684,22,20.92,1,
C158465,102,27,35.84,4,
C158467,264,23,300.08,4,
C158468,97,50,300.08,2,
C158472,448,69,2700.7200000000003,0,
C158474,444,52,300.08,0,
C158475,10,34,365.94,4,
C158479,616,28,1016.5,1,1.0
C158485,736,53,4801.28,5,
C158491,151,19,20.92,4,0.0
C158499,166,42,40.66,4,
C158502,558,63,162.64,0,
C158505,506,36,7502.0,6,
C158519,456,39,1200.32,1,
C158520,543,20,7502.0,6,
C158522,99,69,7502.0,2,
C158524,517,37,2400.68,1,
C158525,483,37,4200.0,1,
C158531,115,37,130.75,4,
C158534,61,53,1200.32,2,
C158536,608,67,1200.32,0,
C158542,386,33,162.64,4,
C158544,87,53,322.56,2,
C158547,552,64,5.23,0,1.0
C158548,650,21,7502.0,1,
C158553,318,51,4801.28,2,
C158554,757,42,47.07,1,
C158555,134,27,1016.5,4,
C158559,424,58,5.23,0,
C158560,125,36,5401.53,6,
C158561,775,55,5401.53,5,
C158564,795,21,2400.68,1,
C158565,579,47,2700.7200000000003,0,
C158568,586,68,143.36,0,
C158573,273,45,35.84,2,
C158576,465,19,365.94,1,
C158577,543,51,35.84,0,
C158578,443,31,1200.32,1,
C158579,414,67,4200.0,5,
C158582,619,44,7502.0,5,
C158584,169,41,2400.68,4,
C158586,270,47,7502.0,6,
C158602,63,27,7502.0,6,
C158603,739,56,650.56,0,
C158609,36,56,143.36,2,0.0
C158610,124,42,47.07,4,
C158612,525,62,7502.0,5,1.0
C158616,637,40,47.07,1,
C158617,574,33,9450.0,5,0.0
C158626,522,52,600.17,0,
C158627,537,30,650.56,1,
C158633,183,42,7502.0,6,
C158635,484,43,2700.7200000000003,1,1.0
C158639,291,36,896.0,4,
C158647,173,58,4801.28,2,
C158648,343,26,4801.28,6,
C158653,680,27,9602.72,5,
C158654,1,38,573.44,4,0.0
C158657,467,43,47.07,0,
C158662,175,67,7502.0,2,
C158665,224,47,300.08,2,
C158666,511,23,7502.0,6,1.0
C158673,740,37,5.23,1,
C158677,713,69,300.08,0,
C158678,304,65,378.75,2,
C158683,433,62,20.92,0,
C158685,71,43,9602.72,6,
C158695,724,62,5.23,0,1.0
C158697,309,27,365.94,4,0.0
C158701,392,23,7502.0,6,
C158704,67,60,40.66,2,
C158709,195,34,896.0,4,
C158710,293,67,7502.0,5,
C158718,284,67,1050.0,2,
C158719,393,55,4801.28,5,0.0
C158731,216,31,300.08,4,0.0
C158733,282,29,2700.7200000000003,4,
C158736,570,43,5.23,0,
C158737,196,30,20.92,4,
C158740,529,25,1200.32,1,
C158741,638,68,20.92,0,1.0
C158742,260,47,5401.53,6,
C158748,213,41,47.07,4,0.0
C158750,678,66,573.44,0,
C158752,144,55,4801.28,2,0.0
C158755,218,58,378.75,2,0.0
C158756,399,68,4801.28,5,
C158757,794,42,322.56,1,
C158765,407,18,2700.7200000000003,1,0.0
C158767,318,27,7502.0,6,
C158772,350,64,5.23,2,
C158775,394,27,7502.0,6,
C158778,404,36,300.08,4,
C158780,789,34,322.56,1,
C158781,317,34,293.25,4,
C158783,36,51,46.92,2,
C158785,206,40,4200.0,6,
C158789,315,62,2400.68,2,
C158791,33,23,35.84,4,
C158794,327,19,300.08,4,
C158800,20,25,365.94,4,
C158804,294,40,47.07,4,0.0
C158807,558,35,7502.0,5,1.0
C158808,283,25,7502.0,6,
C158817,18,46,35.84,2,
C158821,319,35,365.94,4,
C158822,293,20,7502.0,6,0.0
C158824,91,53,16800.0,3,
C158825,782,37,47.07,1,
C158827,48,50,9602.72,6,
C158833,137,65,4801.28,2,
C158834,596,54,322.56,0,
C158836,574,26,5401.53,1,
C158837,449,36,242.4,1,
C158839,177,37,5401.53,6,
C158844,5,54,7502.0,2,0.0
C158845,789,42,143.36,1,
C158849,685,31,1200.32,1,
C158851,795,61,15.15,0,
C158853,17,55,40.66,2,
C158854,543,55,2700.7200000000003,0,
C158855,762,32,130.75,1,
C158858,458,22,1016.5,1,
C158859,301,59,300.08,2,
C158861,464,56,4801.28,5,
C158863,96,67,5401.53,2,
C158864,364,40,2700.7200000000003,4,
C158867,786,37,143.36,1,1.0
C158869,659,65,650.56,0,
C158872,96,30,300.08,4,
C158875,720,46,35.84,0,
C158876,528,32,40.66,1,0.0
C158880,208,64,2700.7200000000003,2,
C158882,450,49,7502.0,5,0.0
C158883,163,28,896.0,4,
C158885,292,21,40.66,4,0.0
C158892,40,29,378.75,4,
C158894,649,47,2700.7200000000003,0,
C158895,393,25,2700.7200000000003,4,
C158898,486,69,600.17,0,
C158902,739,38,136.35000000000002,1,
C158905,183,23,83.68,4,
C158913,25,52,143.36,2,
C158922,405,69,162.64,0,
C158925,305,40,4801.28,6,
C158928,342,48,365.94,2,
C158932,239,26,242.4,4,
C158933,44,38,7502.0,6,
C158944,80,30,1200.32,4,
C158945,512,54,573.44,0,
C158947,170,41,573.44,4,
C158959,358,29,5401.53,6,
C158960,595,44,2700.7200000000003,0,1.0
C158966,141,41,83.68,4,0.0
C158968,3,47,650.56,2,0.0
C158971,706,22,650.56,1,
C158981,32,61,4801.28,2,
C158982,64,41,300.08,4,
C158986,205,47,4801.28,6,
C158989,158,61,896.0,2,
C158996,705,31,300.08,1,
C159000,584,32,300.08,1,
C159002,223,18,573.44,4,
C159003,57,33,573.44,4,
C159004,547,31,11.73,1,
C159005,63,45,896.0,2,
C159015,76,61,40.66,2,
C159020,388,30,5401.53,6,
C159035,322,68,7502.0,5,
C159040,421,55,130.75,0,0.0
C159041,247,20,7502.0,6,0.0
C159046,373,38,4801.28,6,
C159049,449,50,1016.5,0,
C159050,353,43,300.08,4,
C159056,203,66,162.64,2,
C159057,771,37,300.08,1,
C159058,157,35,1016.5,4,
C159062,178,34,83.68,4,
C159063,565,67,11.73,0,
C159064,436,54,600.17,0,
C159069,167,63,300.08,2,0.0
C159075,550,64,322.56,0,1.0
C159081,174,29,650.56,4,
C159087,226,27,9602.72,6,
C159089,301,23,162.64,4,
C159091,644,51,5.23,0,
C159094,658,53,40.66,0,
C159095,760,43,60.6,1,
C159096,644,62,35.84,0,1.0
C159097,348,28,896.0,4,
C159098,41,39,1200.32,4,0.0
C159099,712,63,1200.32,0,
C159101,704,53,896.0,0,
C159105,244,39,2700.7200000000003,4,
C159106,653,27,4801.28,1,
C159107,661,39,5.23,1,
C159111,175,36,573.44,4,
C159112,243,35,20.92,4,
C159118,481,39,60.6,1,0.0
C159120,225,35,378.75,4,
C159123,683,29,1200.32,1,1.0
C159128,652,64,2700.7200000000003,0,
C159130,132,41,162.64,4,
C159133,643,24,9602.72,6,
C159134,299,21,1200.32,4,
C159136,360,65,5.23,2,0.0
C159137,272,37,7502.0,6,
C159138,237,37,187.68,4,
C159142,344,23,130.75,4,
C159145,439,37,1016.5,1,0.0
C159149,788,22,650.56,1,
C159151,660,34,130.75,1,
C159153,675,23,35.84,1,
C159159,258,55,2700.7200000000003,2,0.0
C159160,155,19,650.56,4,
C159164,247,66,322.56,2,0.0
C159165,115,46,47.07,2,
C159173,110,34,365.94,4,0.0
C159174,611,43,7502.0,5,
C159178,252,42,4801.28,6,
C159189,601,64,46.92,0,
C159194,444,31,4801.28,6,
C159198,239,49,1016.5,2,
C159199,138,19,896.0,4,
C159200,599,62,15004.25,3,2.0
C159205,471,40,1016.5,1,
C159206,304,48,7502.0,6,
C159207,680,59,4801.28,5,1.0
C159214,367,30,46.92,4,
C159216,248,38,650.56,4,
C159217,48,56,2700.7200000000003,2,
C159219,39,49,300.08,2,0.0
C159222,560,57,143.36,0,
C159223,494,53,16800.0,3,
C159228,654,53,1200.32,0,
C159229,646,55,2400.68,0,1.0
C159230,701,60,896.0,0,
C159232,121,19,7502.0,6,
C159233,417,51,300.08,0,
C159237,50,66,2700.7200000000003,2,
C159246,88,58,896.0,2,
C159249,107,18,2700.7200000000003,4,
C159252,34,46,47.07,2,
C159253,700,41,2400.68,1,
C159259,427,28,4801.28,6,
C159262,249,55,322.56,2,
C159263,360,51,130.75,2,
C159264,488,40,1200.32,1,0.0
C159266,412,22,1200.32,1,0.0
C159267,586,51,4801.28,5,
C159276,188,23,15004.25,3,
C159277,9,52,162.64,2,
C159282,719,51,1200.32,0,
C159285,494,45,2700.7200000000003,0,
C159288,116,62,378.75,2,
C159289,702,68,35.84,0,
C159291,223,29,650.56,4,
C159296,410,22,162.64,1,
C159297,81,21,83.68,4,
C159300,604,24,143.36,1,
C159304,437,62,896.0,0,
C159305,208,20,300.08,4,
C159307,636,49,365.94,0,
C159310,456,67,162.64,0,
C159312,438,20,26250.0,3,
C159315,710,32,1200.32,1,1.0
C159316,688,18,300.08,1,
C159318,400,43,4801.28,6,0.0
C159319,751,22,15.15,1,1.0
C159324,257,31,35.84,4,0.0
C159325,739,63,4801.28,5,1.0
C159328,162,37,5.23,4,
C159330,507,38,9450.0,5,
C159331,633,64,47.07,0,
C159343,268,40,4801.28,6,
C159345,399,44,130.75,0,
C159349,241,46,20.92,2,
C159351,613,45,9602.72,5,
C159352,601,36,322.56,1,
C159358,622,30,4801.28,1,
C159360,235,19,47.07,4,
C159363,295,57,1200.32,2,
C159366,26,58,7502.0,2,0.0
C159368,273,51,4801.28,2,
C159375,407,67,162.64,0,
C159377,203,62,600.17,2,
C159381,758,21,11.73,1,1.0
C159385,249,56,1050.0,2,0.0
C159393,178,22,896.0,4,
C159408,553,62,300.08,0,
C159414,169,22,242.4,4,0.0
C159418,200,43,365.94,4,
C159422,645,64,1200.32,0,
C159423,14,24,1200.32,4,
C159424,316,59,1016.5,2,
C159426,121,50,1200.32,2,
C159428,321,21,1200.32,4,
C159430,600,68,47.07,0,
C159435,632,26,5.23,1,
C159437,289,27,40.66,4,
C159441,10,48,5.23,2,
C159442,483,42,4801.28,5,
C159446,18,67,2700.7200000000003,2,
C159447,45,59,162.64,2,0.0
C159448,50,30,4801.28,6,
C159451,272,18,650.56,4,
C159453,346,57,573.44,2,
C159457,247,47,9602.72,6,0.0
C159462,69,44,9602.72,6,
C159464,560,25,365.94,1,
C159465,59,51,322.56,2,
C159468,668,41,9602.72,5,1.0
C159470,314,25,896.0,4,
C159471,629,57,300.08,0,1.0
C159476,463,42,1200.32,1,
C159480,197,28,130.75,4,0.0
C159484,386,59,7502.0,5,
C159487,651,31,1200.32,1,
C159494,720,34,9602.72,5,
C159495,391,65,4801.28,5,
C159496,527,51,47.07,0,
C159498,341,67,130.75,2,
C159504,226,34,650.56,4,0.0
C159507,537,65,573.44,0,
C159508,790,29,7502.0,1,
C159509,701,64,20.92,0,
C159513,690,20,1200.32,1,
C159514,432,59,4801.28,5,
C159516,609,37,7502.0,5,
C159517,199,32,300.08,4,
C159518,275,59,130.75,2,
C159521,144,19,1200.32,4,
C159522,382,34,2700.7200000000003,4,
C159524,71,37,40.66,4,
C159528,567,56,5.23,0,1.0
C159530,502,41,15.15,1,0.0
C159532,280,56,300.08,2,0.0
C159537,437,53,5.23,0,
C159539,114,25,650.56,4,
C159540,468,35,143.36,1,
C159542,63,48,143.36,2,0.0
C159543,721,39,5.23,1,
C159545,788,24,7502.0,1,1.0
C159547,28,20,4801.28,6,
C159552,478,48,378.75,0,0.0
C159554,149,65,1200.32,2,0.0
C159558,608,20,47.07,1,
C159559,248,33,15004.25,3,
C159566,735,51,162.64,0,
C159572,261,18,5401.53,6,0.0
C159586,118,69,83.68,2,
C159589,543,63,365.94,0,
C159591,463,47,7502.0,5,
C159594,419,56,187.68,0,
C159606,558,68,1200.32,0,
C159610,661,37,136.35000000000002,1,
C159613,110,29,7502.0,6,0.0
C159614,163,63,143.36,2,
C159615,392,61,4801.28,5,
C159618,587,51,650.56,0,0.0
C159628,560,46,1016.5,0,
C159632,459,63,20.92,0,
C159635,78,60,4200.0,2,0.0
C159638,428,55,9602.72,5,
C159642,489,69,2700.7200000000003,0,
C159644,183,58,365.94,2,
C159645,591,47,15004.25,3,
C159654,259,18,40.66,4,0.0
C159655,295,60,83.68,2,
C159661,518,63,162.64,0,
C159663,599,34,5.23,1,
C159665,424,19,650.56,1,
C159667,641,32,187.68,1,1.0
C159668,316,53,650.56,2,
C159676,689,22,9450.0,1,
C159680,658,26,1016.5,1,
C159683,222,61,4801.28,2,
C159688,372,63,365.94,2,0.0
C159693,16,51,15004.25,3,
C159694,259,63,7502.0,5,0.0
C159698,17,68,896.0,2,
C159709,147,27,7502.0,6,
C159712,603,30,322.56,1,
C159713,465,23,7502.0,6,
C159714,705,36,5401.53,1,
C159715,10,19,143.36,4,0.0
C159716,343,64,11.73,2,
C159717,719,39,600.17,1,
C159721,620,34,40.66,1,
C159726,646,50,46.92,0,
C159727,774,55,2700.7200000000003,0,
C159737,598,49,300.08,0,
C159739,484,23,40.66,1,
C159741,274,45,1200.32,2,
C159742,731,66,35.84,0,
C159743,453,23,136.35000000000002,1,
C159744,310,31,143.36,4,
C159745,737,67,5.23,0,1.0
C159748,273,48,4801.28,2,
C159750,461,36,35.84,1,0.0
C159751,518,44,9602.72,5,0.0
C159752,783,22,322.56,1,1.0
C159762,17,48,242.4,2,
C159767,202,28,650.56,4,
C159771,200,52,11.73,2,
C159772,593,42,40.66,1,
C159773,365,40,15.15,4,
C159778,33,60,896.0,2,
C159787,85,45,5401.53,6,
C159791,241,53,300.08,2,0.0
C159792,736,19,322.56,1,
C159794,404,35,4801.28,6,
C159797,614,19,300.08,1,
C159798,225,34,130.75,4,
C159800,432,48,143.36,0,
C159805,607,22,20.92,1,
C159806,153,28,15004.25,3,
C159807,189,64,35.84,2,0.0
C159811,230,20,2400.68,4,
C159818,64,19,5.23,4,
